sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg
1,5309.00,0.61,,-0.098,,4.83
1,5355.00,0.84,0.88,0.000,,4.54
1,3741.00,0.45,0.47,-0.160,,4.80
1,3741.00,0.45,0.47,-0.160,,4.80
1,4082.00,0.54,,,,4.73
1,4149.00,0.56,0.58,-0.320,,4.70
1,4192.00,0.57,0.60,-0.270,,4.69
1,3741.00,0.45,0.47,-0.160,,4.80
1,,,,,,
1,4149.00,0.66,,,,
1,4135.00,0.69,0.65,,-0.907,4.58
1,4082.00,0.61,,-0.144,,4.61
1,4082.00,0.54,,,,4.73
1,4215.00,0.55,0.58,,,4.72
1,3996.27,0.76,,,-0.879,
1,4989.00,0.73,0.78,-0.100,,4.61
1,4833.00,0.67,,,,4.67
1,4750.20,0.82,0.76,0.066,-0.507,4.49
1,4989.00,0.73,0.78,-0.100,,4.61
1,,,,,,
1,4833.00,0.67,,,,4.67
1,5005.00,0.77,0.85,0.140,,4.59
1,4989.00,0.73,0.78,-0.100,,4.61
1,4989.00,0.73,0.78,-0.100,,4.61
1,4989.00,0.73,0.78,-0.100,,4.61
1,5007.00,0.76,,,,
1,,,,,,
1,5005.00,0.77,0.85,0.140,,4.59
1,4945.00,0.75,0.79,-0.050,,4.60
1,4963.00,0.67,0.76,,,4.66
1,5012.76,0.70,,,-0.557,
1,4833.00,0.70,,-0.100,,4.67
1,4963.00,0.67,0.76,,,4.66
1,4989.00,0.73,0.78,-0.100,,4.61
1,3983.00,0.52,0.54,,,4.74
1,3691.00,0.56,,,,
1,3672.00,0.61,,,-1.213,
1,,,,,,
1,3688.00,0.47,0.50,0.000,,4.79
1,3701.00,0.49,0.51,-0.020,,4.77
1,3833.00,0.54,,,,4.73
1,3672.00,0.49,0.51,0.090,,4.76
1,3833.00,0.54,,,,4.73
1,3833.00,0.79,,0.318,,4.40
1,3672.00,0.49,0.51,0.090,,4.76
1,3655.00,0.56,0.56,,-1.295,4.68
1,3672.00,0.49,0.51,0.090,,4.76
1,5733.00,0.95,,,,4.42
1,,,,,,
1,5733.00,1.07,,-0.313,,4.41
1,6014.00,1.04,1.01,,,4.41
1,5992.00,0.99,0.93,-0.320,,4.42
1,5992.00,0.99,0.93,-0.320,,4.42
1,5723.00,0.99,1.00,0.060,,4.45
1,5640.00,1.64,1.00,,0.390,4.01
1,5733.00,0.95,,,,4.42
1,5991.00,1.63,,,,
1,5992.00,0.99,0.93,-0.320,,4.42
1,5311.68,1.88,,,0.406,
1,5992.00,0.99,0.93,-0.320,,4.42
1,5284.00,0.83,,,,4.57
1,5308.00,1.98,0.91,,0.449,3.80
1,,,,,,
1,5284.00,0.83,,,,4.57
1,5520.00,0.91,0.94,0.070,,4.50
1,5485.00,0.87,0.99,0.210,,4.56
1,5489.00,1.92,,,,
1,5485.00,0.87,0.99,0.210,,4.56
1,5485.00,0.87,0.99,0.210,,4.56
1,5485.00,0.87,0.99,0.210,,4.56
1,5284.00,0.66,,0.208,,4.76
1,5379.00,0.76,0.86,,,4.61
1,5144.33,2.11,,,0.448,
1,5557.00,0.75,0.81,-0.420,,4.59
1,5557.00,0.75,0.81,-0.420,,4.59
1,5563.00,0.79,,,,
1,5557.00,0.75,0.83,-0.400,,4.60
1,5271.00,0.80,0.90,,-0.348,4.58
1,5605.00,0.82,0.93,,,4.58
1,5380.00,0.70,,,,4.65
1,5380.00,0.70,,,,4.65
1,5380.00,0.70,,-0.399,,4.72
1,,,,,,
1,5557.00,0.75,0.81,-0.420,,4.59
1,5403.00,0.84,0.87,-0.090,,4.54
1,5259.25,0.79,,,-0.365,
4,5793.00,1.24,1.08,0.120,,4.28
4,5793.00,1.24,1.08,0.120,,4.28
4,,,,,,
4,5793.00,1.28,1.19,0.120,,4.28
4,5793.00,1.24,1.08,0.120,,4.28
4,5793.00,1.24,1.08,0.120,,4.28
4,5793.00,1.24,1.07,,,4.28
4,5790.00,1.20,1.00,0.060,,4.28
4,5789.00,1.26,,,,
4,5793.00,1.24,1.08,0.120,,4.28
4,,,1.04,,,
4,5793.00,1.24,1.08,0.120,,4.28
4,5793.00,1.24,1.07,,,4.28
4,5658.00,1.06,,0.153,,4.41
4,5793.00,1.24,,,,4.28
4,5793.00,1.24,,,,4.28
4,5847.00,1.26,1.06,0.110,,
4,5875.23,1.26,1.06,0.126,0.231,4.26
4,5840.00,1.26,,,0.218,
4,5793.00,1.24,1.08,0.120,,4.28
4,5864.00,1.23,1.06,0.100,,4.28
4,5790.00,1.20,1.00,0.060,,4.28
4,5793.00,1.24,1.08,0.120,0.194,4.28
4,,,,,,
4,4611.00,0.72,0.73,,-0.678,4.59
4,,1.24,1.07,,,
4,5875.23,1.26,,,,4.26
1,5638.00,0.87,,,,4.55
1,5376.00,1.43,,,0.188,
1,5890.00,1.11,1.08,0.130,,4.38
1,5880.00,0.92,1.01,-0.060,,4.52
1,5880.00,0.92,1.01,-0.060,,4.52
1,5888.00,1.20,,,,
1,5853.00,0.89,0.99,,,4.54
1,5880.00,0.92,1.01,-0.060,,4.52
1,5880.00,0.92,1.01,-0.060,,4.52
1,,,,,,
1,5638.00,0.73,,-0.037,,4.72
1,5605.00,1.33,0.99,,0.197,4.19
1,5638.00,0.87,,,,4.55
1,,,,,,
1,5021.00,0.76,0.80,-0.040,,4.58
1,5127.00,0.78,0.84,0.040,,4.59
1,5127.00,0.78,0.84,0.040,,4.59
1,4950.00,0.75,,0.030,,4.63
1,5125.00,0.78,,,,
1,5129.00,0.76,0.85,0.020,,4.59
1,4950.00,0.73,,,,4.62
1,4937.00,0.81,0.81,,-0.457,4.53
1,4950.00,0.73,,,,4.62
1,4923.33,0.79,,,-0.477,
1,5127.00,0.78,0.84,0.040,,4.59
1,5070.00,0.70,0.78,,,4.63
1,5359.67,2.03,,,0.487,
1,5760.00,0.88,0.96,,,4.53
1,5795.00,0.92,0.99,-0.020,,4.51
1,5564.00,0.92,,-0.006,,4.53
1,5795.00,0.92,0.99,-0.020,,4.51
1,,,,,,
1,5462.00,1.94,0.95,,0.480,3.84
1,5795.00,0.92,0.99,-0.020,,4.51
1,5795.00,0.92,0.99,-0.020,,4.51
1,5564.00,0.88,,,,4.53
1,5559.00,0.89,0.92,-0.050,,4.51
1,5802.00,1.84,,,,
1,5564.00,0.88,,,,4.53
1,5744.00,0.97,,-0.099,,4.49
1,,,,,,
1,5374.00,1.07,,,-0.068,
1,5519.00,1.06,0.92,0.140,,4.35
1,5744.00,0.93,,,,4.49
1,5744.00,0.93,,,,4.49
1,5996.00,0.96,1.03,-0.100,,4.49
1,5996.00,0.96,1.03,-0.100,,4.49
1,5523.00,1.03,,,,
1,5996.00,0.96,1.03,-0.100,,4.49
1,5703.00,0.95,0.96,-0.030,,4.47
1,5980.00,0.95,1.02,,,4.49
1,5521.79,1.04,0.97,0.080,-0.041,4.39
1,5666.00,0.68,0.77,-0.860,,4.66
1,5493.00,0.86,0.89,-0.110,,4.53
1,5653.00,0.68,0.77,-0.840,,4.66
1,5766.00,0.86,0.97,,,4.55
1,,,,,,
1,5455.00,0.63,,,,4.71
1,5343.00,1.43,,,0.178,
1,5455.00,0.63,,,,4.71
1,5659.00,1.41,,,,
1,5666.00,0.68,0.77,-0.860,,4.66
1,5455.00,0.64,,-0.818,,4.80
1,5435.15,1.43,0.95,-0.054,0.209,4.10
1,5666.00,0.68,0.77,-0.860,,4.66
1,5612.00,0.99,0.87,,,4.39
1,5717.00,1.06,1.01,0.180,,4.39
1,5541.00,0.97,,,,
1,5472.00,1.02,,,,4.40
1,5114.57,1.09,,,-0.135,
1,,,,,,
1,5717.00,1.06,1.01,0.180,,4.39
1,5539.00,1.11,0.94,0.160,,4.32
1,5717.00,1.06,1.01,0.180,,4.39
1,5483.74,1.04,,,,4.38
1,5472.00,1.08,,0.182,,4.39
1,5963.00,1.16,1.11,0.150,,4.36
1,5483.74,1.04,0.96,0.388,-0.051,4.38
1,5472.00,1.02,,,,4.40
1,5359.25,1.25,,,0.064,
1,5690.00,0.98,,-0.385,,4.48
1,5934.00,0.89,0.90,-0.380,,4.49
1,5935.00,1.13,,,,
1,5973.00,0.96,1.01,,,4.48
1,5934.00,0.89,0.90,-0.380,,4.49
1,5690.00,0.87,,,,4.49
1,,,,,,
1,5934.00,0.89,0.90,-0.380,,4.49
1,5690.00,0.87,,,,4.49
1,5649.00,0.92,0.94,-0.070,,4.49
1,5934.00,0.89,0.90,-0.380,,4.49
1,5703.00,1.16,1.02,,0.108,4.32
1,5703.00,1.16,,,,4.32
1,4841.00,0.73,0.77,-0.040,,4.60
1,4905.00,0.76,0.74,-0.040,,4.54
1,4764.00,0.72,,,,4.59
1,4764.00,0.72,,,,4.59
1,,,,,,
1,4869.00,0.69,0.70,,,4.61
1,4764.00,0.94,,-0.049,,4.43
1,4775.00,0.76,0.77,,-0.567,4.56
1,4905.00,0.76,0.74,-0.040,,4.54
1,4905.00,0.76,0.74,-0.040,,4.54
1,4903.00,0.73,,,,
1,4983.30,0.66,,,-0.622,
1,4905.00,0.76,0.74,-0.040,,4.54
1,5582.00,0.81,0.92,,,4.58
1,5357.00,0.70,,-0.285,,4.73
1,5441.00,1.10,0.95,,-0.024,4.34
1,5357.00,0.72,,,,4.64
1,5357.00,0.72,,,,4.64
1,5557.00,0.78,0.84,-0.300,,4.58
1,5557.00,0.78,0.84,-0.300,,4.58
1,,,,,,
1,5564.00,1.06,,,,
1,5557.00,0.77,0.87,-0.300,,4.59
1,5557.00,0.78,0.84,-0.300,,4.58
1,5240.32,1.08,,,-0.099,
1,5715.00,0.96,0.98,0.020,,4.47
1,5236.00,0.68,,,,4.66
1,5424.00,0.77,0.88,,,4.60
1,5413.00,0.75,0.81,-0.320,,4.59
1,5413.00,0.75,0.81,-0.320,,4.59
1,5344.00,0.98,0.92,,-0.153,4.42
1,5395.00,0.73,0.82,-0.340,,4.62
1,5413.00,0.75,0.81,-0.320,,4.59
1,5236.00,0.68,,,,4.66
1,5518.00,0.88,0.91,-0.010,,4.51
1,5236.00,0.58,,-0.325,,4.86
1,5217.94,0.97,,,-0.205,
1,,,,,,
1,5397.00,0.99,,,,
2,5766.00,1.17,,,0.133,
2,5700.00,0.99,0.91,-0.100,-0.021,4.40
2,5637.00,0.94,0.81,-0.300,,4.40
2,5603.00,0.69,,,,4.66
2,5886.00,0.90,1.00,,,4.54
2,5637.00,0.94,0.81,-0.300,,4.40
2,,,,,,
2,5603.00,0.66,,-0.540,,4.80
2,5637.00,0.94,0.81,-0.300,,4.40
2,5637.00,0.94,0.81,-0.300,,4.40
2,5638.00,0.93,0.81,-0.290,-0.097,4.40
2,5637.00,0.94,0.81,-0.300,,4.40
2,5745.00,0.95,0.94,-0.140,,4.45
2,5886.00,0.90,1.00,,,4.54
2,5630.00,1.23,,,,
2,5603.00,0.69,,,,4.66
2,5637.00,0.94,0.81,-0.300,,4.40
2,5757.89,1.25,1.03,-0.192,0.192,4.25
2,,,,,,
2,5637.00,0.94,0.81,-0.300,,4.40
2,5637.00,0.94,0.81,-0.300,,4.40
1,5918.00,1.08,1.15,0.320,,4.43
1,5913.00,1.16,1.11,0.190,,4.35
1,,,,,,
1,5699.00,0.96,,0.380,,4.50
1,5918.00,1.08,1.15,0.320,,4.43
1,5699.00,1.00,,,,4.47
1,5319.00,1.33,,,0.104,
1,5973.00,1.08,1.18,0.360,,4.44
1,5539.00,1.28,0.97,,0.141,4.21
1,5971.00,1.14,,,,
1,5699.00,1.00,,,,4.47
1,5788.00,0.91,0.95,,,4.50
1,5918.00,1.08,1.15,0.320,,4.43
1,,,,,,
1,3761.80,0.54,,,-1.273,
1,3785.00,0.83,,0.263,,4.36
1,3721.00,0.52,0.54,0.190,,4.74
1,3721.00,0.52,0.54,0.190,,4.74
1,3785.00,0.53,,,,4.73
1,3692.00,0.52,0.55,0.280,,4.75
1,3721.00,0.52,0.54,0.190,,4.74
1,3698.00,0.57,,,,
1,3935.00,0.51,0.53,,,4.75
1,3785.00,0.53,,,,4.73
1,3715.00,0.50,0.53,0.040,,4.76
1,3626.00,0.56,0.56,,-1.305,4.68
1,5535.00,0.95,0.85,,,4.41
1,5408.00,0.98,,,,4.42
1,5408.00,0.98,,,,4.42
1,5001.68,0.96,,,-0.289,
1,5605.00,0.85,,,,
1,5408.00,1.05,,0.082,,4.41
1,,,,,,
1,5601.00,1.00,0.93,0.080,,4.41
1,5601.00,1.00,0.93,0.080,,4.41
1,5440.00,0.86,0.90,-0.010,,4.53
1,5601.00,1.00,0.93,0.080,,4.41
1,5330.00,0.90,0.92,,-0.233,4.50
1,5601.00,1.00,0.93,0.080,,4.41
1,4829.00,0.94,,-0.209,,4.44
1,,,,,,
1,4977.00,0.85,,,,
1,4986.00,0.83,0.79,0.160,,4.50
1,4985.00,0.74,0.72,-0.200,,4.55
1,4985.00,0.74,0.72,-0.200,,4.55
1,4981.00,0.72,0.73,,,4.58
1,4829.00,0.75,,,,4.56
1,4822.00,0.88,0.78,,-0.427,4.44
1,4985.00,0.74,0.72,-0.200,,4.55
1,,,,,,
1,4829.00,0.75,,,,4.56
1,4881.00,0.72,0.76,-0.100,,4.61
1,4788.80,0.84,,,-0.477,
1,5557.00,0.81,,,,4.58
1,5557.00,0.62,,-0.159,,4.84
1,5776.00,0.85,0.94,-0.180,,4.55
1,5787.00,0.85,0.94,-0.180,,4.55
1,5787.00,0.85,0.94,-0.180,,4.55
1,5327.25,1.05,,,-0.099,
1,,,,,,
1,5568.00,0.98,0.98,,-0.078,4.44
1,5780.00,0.86,0.97,,,4.55
1,5700.00,0.95,0.97,0.000,,4.47
1,5789.00,0.94,,,,
1,5557.00,0.81,,,,4.58
1,5787.00,0.85,0.94,-0.180,,4.55
1,5035.00,0.79,0.75,-0.060,,4.52
1,,,,,,
1,4916.00,0.77,,,,4.55
1,4903.00,1.15,0.80,,-0.159,4.22
1,4916.00,1.02,,-0.091,,4.39
1,5035.00,0.79,0.75,-0.060,,4.52
1,5004.00,0.73,0.73,,,4.58
1,5181.00,0.80,0.84,-0.010,,4.57
1,5035.00,0.79,0.75,-0.060,,4.52
1,5029.00,1.10,,,,
1,5013.75,0.98,,,-0.259,
1,5035.00,0.79,0.75,-0.060,,4.52
1,4916.00,0.77,,,,4.55
1,5784.00,1.09,,0.203,,4.40
1,5784.00,1.09,,,,4.39
1,5784.00,1.09,,,,4.39
1,6073.00,1.14,1.16,0.200,,4.39
1,5726.07,1.21,1.02,0.184,0.151,4.28
1,,,,,,
1,6067.00,1.20,1.16,0.200,,4.35
1,5370.00,1.34,,,0.130,
1,6067.00,1.20,1.16,0.200,,4.35
1,6067.00,1.20,1.16,0.200,,4.35
1,5903.00,1.08,1.06,0.070,,4.39
1,5956.00,1.04,0.99,,,4.40
1,6071.00,1.19,,,,
1,5576.00,0.85,0.95,0.020,,4.56
1,5526.00,0.80,0.91,,,4.59
1,5546.00,1.05,0.98,,-0.025,4.39
1,5513.00,0.88,0.92,-0.010,,4.52
1,5727.00,0.98,1.01,0.140,,4.46
1,5726.00,1.04,,,,
1,5576.00,0.85,0.95,0.020,,4.56
1,,,,,,
1,5381.00,0.81,,,,4.58
1,5381.00,0.81,,,,4.58
1,5381.00,0.63,,0.015,,4.81
1,5266.12,1.10,,,-0.080,
1,5576.00,0.85,0.95,0.020,,4.56
1,5568.00,1.68,0.98,,0.388,3.98
1,5646.00,0.98,,,,4.43
1,5612.00,0.91,0.94,-0.030,,4.50
1,,,,,,
1,5338.75,1.79,,,0.369,
1,5646.00,0.98,,,,4.43
1,5870.00,0.98,0.99,-0.060,,4.45
1,5875.00,1.59,,,,
1,5878.00,0.99,0.99,-0.060,,4.44
1,5870.00,0.98,0.99,-0.060,,4.45
1,5646.00,1.02,,-0.067,,4.44
1,5870.00,0.98,0.99,-0.060,,4.45
1,5846.00,0.98,0.96,,,4.44
1,6027.00,1.96,1.32,0.100,,3.97
1,5933.00,1.97,1.36,0.110,,3.98
1,5933.00,2.03,1.41,0.110,,3.97
1,5933.00,1.84,1.35,0.110,0.618,4.03
1,5974.00,2.08,1.10,0.170,0.696,3.84
1,6084.00,2.02,,,,
1,5934.00,1.78,,,,4.04
1,5933.00,2.03,1.41,0.110,,
1,6027.00,1.96,1.32,0.100,,3.97
1,5934.00,1.78,,,,4.04
1,6036.00,1.91,1.24,0.100,,3.97
1,5933.00,1.97,1.28,0.110,,3.96
1,5934.00,1.78,1.26,,,4.04
1,5974.00,2.08,,,,3.84
1,5915.33,2.07,,,0.676,
1,6027.00,1.96,1.32,0.100,,3.97
1,,,,,,
1,6083.00,1.99,1.37,0.110,,3.97
1,5944.00,1.29,,0.052,,4.27
1,5738.00,0.86,0.96,,,4.55
1,,,,,,
1,5512.00,1.36,,,,
1,5469.00,0.74,,,,4.56
1,5540.00,1.41,0.97,,0.230,4.12
1,5469.00,0.74,,,,4.56
1,5510.00,1.24,0.93,0.160,,4.22
1,5337.25,1.47,,,0.199,
1,5665.00,0.76,0.78,-0.580,,4.56
1,5665.00,0.76,0.78,-0.580,,4.56
1,5469.00,0.88,,-0.573,,4.56
1,5665.00,0.76,0.78,-0.580,,4.56
1,5692.00,0.96,0.98,0.040,,4.47
1,5303.00,0.96,,0.025,,4.47
1,5501.00,0.92,0.89,0.020,,4.46
1,5303.00,0.90,,,,4.47
1,5501.00,0.92,0.89,0.020,,4.46
1,5303.00,0.90,,,,4.47
1,5507.00,0.86,,,,
1,5455.00,0.89,0.84,,,4.47
1,5248.00,0.88,0.90,,-0.276,4.50
1,,,,,,
1,5343.00,0.84,0.88,0.000,,4.54
1,5144.33,0.90,,,-0.288,
1,5501.00,0.92,0.89,0.020,,4.46
1,5501.00,0.92,0.89,0.020,,4.46
1,5171.07,1.04,0.88,0.256,-0.159,4.35
1,5386.00,0.79,0.82,-0.200,,4.55
1,5386.00,0.79,0.82,-0.200,,4.55
1,5388.00,0.81,0.84,,,4.55
1,5386.00,0.79,0.82,-0.200,,4.55
1,5386.00,0.79,0.82,-0.200,,4.55
1,5236.00,0.80,,,,4.53
1,5236.00,0.80,,,,4.53
1,5419.00,0.86,0.90,0.000,,4.53
1,4911.11,1.12,,,-0.183,
1,,,,,,
1,5389.00,0.95,,,,
1,5236.00,0.86,,-0.193,,4.55
1,5343.00,1.09,,,-0.058,
1,5825.00,1.06,1.05,,0.067,4.41
1,6185.00,1.27,1.18,0.050,,4.29
1,5815.00,0.88,0.97,-0.120,,4.54
1,5815.00,0.88,0.97,-0.120,,4.54
1,5570.00,0.89,,-0.118,,4.55
1,5815.00,0.88,0.97,-0.120,,4.54
1,5570.00,0.88,,,,4.51
1,5814.00,1.02,,,,
1,5796.00,0.87,0.98,,,4.55
1,5570.00,0.88,,,,4.51
1,5815.00,0.88,0.97,-0.120,,4.54
1,,,,,,
1,5653.00,0.95,0.97,0.100,,4.47
1,5653.00,0.95,0.97,0.100,,4.47
1,5653.00,0.95,0.97,0.100,,4.47
1,5577.00,0.90,0.88,,,4.47
1,,,,,,
1,5653.00,1.11,,,,
1,5448.00,0.98,,,,4.43
1,5448.00,0.98,,,,4.43
1,5616.00,0.96,0.97,0.090,,4.46
1,5653.00,0.95,0.97,0.100,,4.47
1,5427.00,1.18,0.95,,0.036,4.27
1,5448.00,0.98,,0.095,,4.47
1,5087.00,1.31,,,0.018,
1,,,,,,
1,3772.36,0.53,,,-1.289,
1,3743.00,0.49,,0.309,,4.69
1,3893.00,0.50,0.52,,,4.75
1,3743.00,0.52,,,,4.74
1,3743.00,0.52,,,,4.74
1,3593.00,0.47,0.49,0.160,,4.78
1,3593.00,0.47,0.49,0.160,,4.78
1,3593.00,0.56,,,,
1,3631.00,0.55,0.55,,-1.319,4.69
1,3593.00,0.47,0.49,0.160,,4.78
1,3722.00,0.51,0.53,0.070,,4.75
1,3674.00,0.50,0.53,0.210,-1.385,4.76
1,3593.00,0.49,0.50,0.260,,4.76
1,5066.00,0.72,,,,4.62
1,5215.00,0.73,0.82,,,4.62
1,5066.00,0.76,,-0.131,,4.63
1,5265.00,0.81,0.91,0.140,,4.58
1,5066.00,0.72,,,,4.62
1,5110.00,0.72,0.86,,-0.501,4.66
1,5099.00,0.76,0.80,-0.120,,4.58
1,5001.75,0.73,,,-0.525,
1,5228.00,0.76,0.84,-0.140,,4.60
1,5228.00,0.76,0.84,-0.140,,4.60
1,,,,,,
1,5228.00,0.76,0.84,-0.140,,4.60
1,5263.00,0.72,,,,
1,5859.00,0.89,0.99,,,4.53
1,5895.00,0.94,1.03,-0.020,,4.50
1,5357.00,1.17,,,0.009,
1,5651.00,0.88,,,,4.54
1,5648.27,1.09,1.00,0.114,0.037,4.36
1,5651.00,0.88,,,,4.54
1,5895.00,0.94,1.03,-0.020,,4.50
1,5651.00,0.85,,-0.030,,4.59
1,5895.00,0.94,1.03,-0.020,,4.50
1,5896.00,1.07,,,,
1,,,,,,
1,5895.00,0.94,1.03,-0.020,,4.50
1,5692.00,0.96,0.97,0.010,,4.47
1,5071.00,0.77,0.80,-0.080,,4.58
1,5059.00,0.81,,,,4.52
1,5239.00,0.83,0.83,0.000,,4.52
1,5239.00,0.76,,,,
1,5239.00,0.83,0.83,0.000,,4.52
1,4951.90,0.77,,,-0.497,
1,5239.00,0.83,0.83,0.000,,4.52
1,5128.33,0.73,0.86,0.133,-0.481,4.65
1,5192.00,0.79,0.77,,,4.53
1,5059.00,0.81,,,,4.52
1,5059.00,0.88,,0.004,,4.52
1,,,,,,
1,5239.00,0.83,0.83,0.000,,4.52
1,5666.00,0.76,0.81,-0.500,,4.59
1,5611.00,0.91,0.94,-0.040,,4.50
1,5470.00,0.69,,,,4.65
1,5666.00,0.76,0.81,-0.500,,4.59
1,5470.00,0.66,,-0.474,,4.78
1,5674.41,1.40,1.01,0.062,0.265,4.15
1,5347.25,1.54,,,0.243,
1,,,,,,
1,5470.00,0.69,,,,4.65
1,5757.00,1.41,,,,
1,5754.00,1.12,1.01,0.160,,4.34
1,5666.00,0.76,0.81,-0.500,,4.59
1,5725.00,0.85,0.95,,,4.56
1,4919.00,0.72,0.70,-0.240,,4.57
1,4906.00,0.78,,,,
1,4919.00,0.72,0.70,-0.240,,4.57
1,4918.57,0.69,,,-0.602,
1,4919.00,0.72,0.70,-0.240,,4.57
1,4907.00,0.78,0.80,,-0.499,4.56
1,4749.00,0.70,,,,4.61
1,4919.00,0.72,0.70,-0.240,,4.57
1,4922.00,0.70,0.71,,,4.60
1,4749.00,0.70,,,,4.61
1,4749.00,1.16,,-0.272,,4.28
1,,,,,,
1,5222.00,0.80,0.84,-0.040,,4.56
2,5330.00,0.72,0.77,-0.400,,4.61
2,5330.00,0.72,0.77,-0.400,,4.61
2,5067.00,0.75,0.79,-0.080,,4.58
2,5067.00,0.75,0.79,-0.080,,4.58
2,5053.00,0.72,,,,4.64
2,5207.00,0.72,0.82,,,4.64
2,4996.00,0.76,0.83,-0.050,-0.484,4.59
2,4970.50,0.74,,,-0.522,
2,,,,,,
2,5053.00,0.72,,,,4.64
2,5330.00,0.72,0.77,-0.400,,4.61
2,5148.00,0.78,0.84,-0.030,,4.58
2,5330.00,0.72,0.77,-0.400,,4.61
2,5053.00,0.72,,,,4.64
2,5207.00,0.72,0.82,,,4.64
2,5330.00,0.72,0.77,-0.400,,4.61
2,,,,,,
2,5330.00,0.72,0.77,-0.400,,4.61
2,5053.00,0.60,,-0.101,,4.82
2,4927.00,0.75,,,,
1,5849.00,0.92,1.01,-0.020,,4.52
1,5849.00,0.92,1.01,-0.020,,4.52
1,5335.49,1.15,,,-0.016,
1,5601.00,0.92,,-0.006,,4.53
1,5849.00,0.92,1.01,-0.020,,4.52
1,,,,,,
1,5845.00,1.10,,,,
1,5803.00,0.89,0.97,,,4.52
1,5819.00,1.08,1.05,,0.085,4.39
1,5601.00,0.89,,,,4.54
1,5601.00,0.89,,,,4.54
1,5785.00,0.99,0.98,-0.030,,4.44
1,5849.00,0.92,1.01,-0.020,,4.52
1,5976.00,0.90,,0.032,,4.56
1,5976.00,1.01,,,,4.48
1,6167.00,1.06,1.15,0.070,,4.44
1,5800.75,1.70,,,0.467,
1,,,,,,
1,6217.00,1.58,,,,
1,6167.00,1.06,1.15,0.070,,4.44
1,5923.00,1.61,1.08,,0.460,4.06
1,5976.00,1.01,,,,4.48
1,6171.00,1.00,1.09,,,4.47
1,5995.00,1.12,1.09,0.040,,4.37
1,6167.00,1.06,1.15,0.070,,4.44
1,6214.00,1.08,1.17,0.070,,4.44
1,5851.00,0.86,,-0.022,,4.59
1,5851.00,0.95,,,,4.50
1,6063.00,1.00,1.08,-0.020,,4.47
1,5744.50,1.18,,,0.139,
1,6063.00,1.00,1.08,-0.020,,4.47
1,5855.00,1.17,1.06,,0.165,4.32
1,5871.00,1.04,1.04,0.020,,4.42
1,5851.00,0.95,,,,4.50
1,,,,,,
1,6074.00,1.14,,,,
1,6063.00,1.00,1.08,-0.020,,4.47
1,6040.00,0.95,1.05,,,4.51
1,6063.00,1.00,1.08,-0.020,,4.47
2,5010.00,0.79,,-0.125,,4.60
2,5166.00,0.74,0.79,,,4.60
2,4935.39,0.75,,,-0.520,
2,5174.00,0.75,0.83,-0.120,,4.60
2,5121.00,0.89,0.82,0.180,,4.46
2,5174.00,0.75,0.83,-0.120,,4.60
2,5010.00,0.72,,,,4.62
2,5174.00,0.75,0.83,-0.120,,4.60
2,5174.00,0.75,0.83,-0.120,,4.60
2,5166.00,0.74,0.79,,,4.60
2,5012.00,0.74,0.83,,-0.504,4.62
2,,,,,,
2,5099.00,0.78,0.83,0.000,,4.58
2,5064.00,0.74,,,,
2,5174.00,0.75,0.83,-0.120,,4.60
2,,,,,,
2,5121.00,0.89,0.82,0.180,,4.46
2,5174.00,0.75,0.83,-0.120,,4.60
2,5010.00,0.72,,,,4.62
1,6007.00,0.96,0.97,-0.240,,4.46
1,5729.00,1.01,,-0.249,,4.46
1,6007.00,0.96,0.97,-0.240,,4.46
1,5729.00,0.91,,,,4.47
1,5374.00,2.33,,,0.611,
1,6007.00,0.96,0.97,-0.240,,4.46
1,6007.00,0.96,0.97,-0.240,,4.46
1,5485.00,0.85,0.88,-0.120,,4.53
1,5729.00,0.91,,,,4.47
1,,,,,,
1,6018.00,0.99,1.03,,,4.46
1,5652.17,2.09,1.00,-0.138,0.604,3.80
1,6007.00,2.07,,,,
1,6191.00,1.30,1.18,0.060,,4.28
1,5875.00,0.96,0.97,,,4.46
1,5734.00,1.03,,,,4.45
1,5348.00,1.24,,,0.052,
1,5734.00,1.03,,,,4.45
1,5734.00,1.00,,0.270,,4.46
1,6015.00,1.05,1.14,0.210,,4.45
1,,,,,,
1,5852.00,1.14,,,,
1,5767.00,1.17,1.03,,0.134,4.32
1,6015.00,1.05,1.14,0.210,,4.45
1,5855.00,1.08,1.05,0.140,,4.39
1,6015.00,1.05,1.14,0.210,,4.45
1,5767.00,1.17,,,,4.32
1,5777.00,0.98,0.99,-0.020,,4.45
1,5861.00,0.83,0.92,-0.320,,4.56
1,5865.00,0.83,0.91,-0.340,,4.56
1,5620.00,0.75,,,,4.62
1,5620.00,0.68,,-0.317,,4.78
1,5861.00,0.83,0.92,-0.320,,4.56
1,5691.00,1.72,1.01,,0.448,3.97
1,,,,,,
1,5853.00,1.76,,,,
1,5620.00,0.75,,,,4.62
1,5186.88,1.95,,,0.395,
1,5861.00,0.83,0.92,-0.320,,4.56
1,5878.00,0.89,1.00,,,4.54
1,5058.16,1.19,,,-0.075,
1,5560.00,1.21,0.94,0.140,,4.25
1,5560.00,1.21,0.94,0.140,,4.25
1,5391.00,1.29,,,,4.20
1,5391.00,1.29,,0.128,,4.24
1,5559.00,1.14,,,,
1,5391.00,1.29,,,,4.20
1,,,,,,
1,5560.00,1.21,0.94,0.140,,4.25
