sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg
1,5829.00,1.04,1.02,0.030,,4.42
1,5759.00,1.58,,,,4.02
1,6036.00,1.57,0.97,-0.380,,4.04
1,5425.33,1.45,,,0.214,
1,6070.00,1.71,1.13,,,4.03
1,6036.00,1.57,0.97,-0.380,,4.04
1,5759.00,1.58,,,,4.02
1,5755.00,1.36,,,,
1,6166.00,0.95,,,,4.46
1,6185.00,1.33,1.24,0.230,,4.28
1,6141.00,1.35,1.25,0.340,,4.27
1,5941.00,1.26,,,0.254,
1,6158.00,1.24,,,,
1,,,,,,
1,6224.04,1.35,1.20,0.051,0.389,4.26
1,6166.00,0.95,,,,4.46
1,6397.00,0.99,0.97,-0.580,,4.43
1,6397.00,0.99,0.97,-0.580,,4.43
1,6397.00,0.99,0.97,-0.580,,4.43
1,6166.00,1.05,,-0.574,,4.44
1,6433.00,1.11,1.18,,,4.42
1,5275.00,0.92,0.82,0.060,,4.43
1,5307.85,0.82,,0.175,,
1,5322.00,0.84,0.91,0.110,,4.55
1,5324.00,0.85,0.93,0.210,,4.54
1,5131.00,1.07,,0.027,,4.37
1,5264.00,0.89,0.88,,,4.48
1,5264.00,0.89,,,,4.48
1,5264.00,0.89,,,,4.48
1,5275.00,0.92,0.82,0.060,,4.43
1,,,,,,
1,5275.00,0.92,0.82,0.060,,4.43
2,6282.00,1.55,1.03,-0.400,,4.07
2,5890.00,1.44,,,,4.09
2,,,,,,
2,6282.00,1.55,1.03,-0.400,,4.07
2,6282.00,1.55,1.03,-0.400,,4.07
2,6282.00,1.55,1.03,-0.400,,4.07
2,5890.00,1.44,,,,4.09
2,6306.00,1.67,1.26,,,4.09
2,6282.00,1.55,1.03,-0.400,,4.07
2,5877.00,1.26,1.00,-0.040,,4.23
2,5877.00,1.26,1.00,-0.040,,4.23
2,6306.00,1.67,1.26,,,4.09
2,5899.00,1.15,1.02,-0.050,,4.32
2,5890.00,1.44,,,,4.09
2,,,,,,
2,5890.00,1.61,,-0.403,,4.09
2,6282.00,1.55,1.03,-0.400,,4.07
1,6458.00,1.09,1.03,-0.420,,4.38
1,6458.00,1.09,1.03,-0.420,,4.38
1,6214.00,1.35,,,0.387,
1,6458.00,1.09,1.03,-0.420,,4.38
1,6154.00,1.07,,,,4.37
1,6154.00,1.07,,,,4.37
1,6109.00,1.47,,,,
1,6011.00,1.41,0.96,-0.300,,4.12
1,6075.00,1.24,1.03,-0.180,,4.26
1,6458.00,1.09,1.03,-0.420,,4.38
1,6458.00,1.09,1.03,-0.420,,4.38
1,6011.00,1.41,0.96,-0.300,,4.12
1,,,,,,
1,6188.83,1.41,1.19,-0.422,0.421,4.21
1,6458.00,1.09,1.03,-0.420,,4.38
1,,,,,,
1,6154.00,1.13,,-0.424,,4.38
1,6481.00,1.17,1.19,,,4.38
1,6188.00,1.52,1.33,0.440,,4.20
1,6078.00,1.43,1.19,0.120,,4.20
1,6000.00,1.17,,,,4.30
1,5919.50,2.14,,,0.707,
1,,,,,,
1,6296.98,1.96,1.23,0.142,0.735,3.94
1,6078.00,1.43,1.19,0.120,,4.20
1,6174.00,1.51,1.33,0.410,,4.20
1,6000.00,1.26,,-0.185,,4.29
1,6288.00,1.26,1.13,,,4.29
1,,,,,,
1,6000.00,1.17,,,,4.30
1,6078.00,1.43,1.19,0.120,,4.20
1,6188.00,1.52,1.33,0.440,,4.20
1,6282.00,2.08,,,,
1,6078.00,1.43,1.19,0.120,,4.20
1,5305.00,1.15,,,,
1,4700.00,0.51,0.55,-1.440,,4.77
1,5303.00,0.82,0.86,0.000,,4.55
1,4886.00,0.65,0.74,,,4.68
1,4628.00,0.57,,-1.447,,4.79
1,4628.00,0.48,,,,4.79
1,5179.48,,,0.082,,
1,,,,,,
1,4700.00,0.51,0.55,-1.440,,4.77
1,4700.00,0.51,0.55,-1.440,,4.77
1,5203.00,0.80,0.85,-0.020,,4.56
1,,,,,,
1,4628.00,0.48,,,,4.79
1,5460.00,3.23,1.61,0.420,,3.63
1,6096.00,2.56,1.64,0.380,,3.84
1,6102.50,1.39,1.15,-0.176,0.382,4.21
1,6722.00,1.47,1.30,-0.140,,4.22
1,6357.00,1.22,,,0.343,
1,6721.00,1.46,1.30,,,4.22
1,6463.00,1.38,,,,4.25
1,,,,,,
1,6281.00,1.26,,,,
1,6463.00,1.38,,-0.147,,4.23
1,6463.00,1.38,,,,4.25
1,6722.00,1.47,1.30,-0.140,,4.22
1,6722.00,1.47,1.30,-0.140,,4.22
1,5342.68,2.15,0.92,-0.247,0.532,3.74
1,5446.00,1.59,0.85,-0.360,,3.96
1,5446.00,1.59,0.85,-0.360,,3.96
1,5320.00,2.20,,,,
1,5382.00,0.93,0.88,0.040,,4.43
1,,,,,,
1,5250.00,1.69,,,,3.95
1,5460.00,1.35,0.91,0.080,,4.14
1,5250.00,1.69,,,,3.95
1,5480.00,1.49,0.91,,,4.05
1,5446.00,1.59,0.85,-0.360,,3.96
1,5097.87,2.32,,,0.516,
1,5250.00,1.45,,-0.381,,4.15
1,5834.00,1.63,,,,
1,5864.33,1.61,,,0.443,
1,5850.00,1.19,0.98,-0.040,,4.28
1,5889.00,1.08,,-0.093,,4.41
1,,,,,,
1,5798.73,1.73,1.04,-0.015,0.483,3.98
1,5843.00,1.33,1.15,0.300,,4.25
1,5889.00,1.04,,,,4.40
1,5850.00,1.19,0.98,-0.040,,4.28
1,6148.00,1.06,1.07,,,4.41
1,5889.00,1.04,,,,4.40
1,5850.00,1.19,0.98,-0.040,,4.28
1,5896.00,1.29,1.14,0.230,,4.27
1,5706.00,1.02,,,,4.45
1,5749.00,0.99,1.10,0.360,,4.49
1,5428.50,1.03,,,-0.083,
1,5749.00,0.99,1.10,0.360,,4.49
1,5629.00,0.94,1.03,0.260,,4.50
1,5653.00,0.94,1.01,0.150,,4.50
1,5600.00,0.99,,,,
1,5581.50,1.04,0.99,0.178,-0.024,4.40
1,5706.00,1.02,,,,4.45
1,5749.00,0.99,1.10,0.360,,4.49
1,,,,,,
1,5553.00,0.85,,-0.010,,4.59
1,5706.00,1.02,1.07,,,4.45
1,5672.00,1.20,1.00,0.200,,4.28
1,5476.78,1.74,0.96,0.059,0.390,3.94
1,5672.00,1.20,1.00,0.200,,4.28
1,5608.00,1.15,,0.192,,4.35
1,5605.00,1.65,,,,
1,5713.00,1.13,1.02,0.150,,4.33
1,5608.00,1.15,,,,4.33
1,,,,,,
1,5608.00,1.15,,,,4.33
1,5672.00,1.20,1.00,0.200,,4.28
1,5754.00,1.06,0.92,,,4.35
1,5503.00,1.69,,,0.374,
1,5672.00,1.20,1.00,0.200,,4.28
1,6338.00,1.19,,-0.121,,4.34
1,6570.00,1.66,1.40,0.060,,4.14
1,6295.00,1.26,,,0.352,
1,6528.00,1.16,1.18,-0.160,,4.38
1,6291.71,1.33,1.23,0.002,0.398,4.28
1,6338.00,1.20,,,,4.34
1,6528.00,1.16,1.18,-0.160,,4.38
1,6380.00,1.29,,,,
1,,,,,,
1,6558.00,1.24,1.22,,,4.34
1,6338.00,1.20,,,,4.34
1,6528.00,1.16,1.18,-0.160,,4.38
1,6570.00,2.30,1.40,-0.120,,3.86
1,4908.00,2.52,1.00,0.130,,3.64
1,4883.00,2.69,1.15,0.160,,3.64
1,4877.00,2.60,1.08,0.160,,3.65
1,4883.00,2.69,1.15,0.160,,3.64
1,4864.00,2.73,1.29,,,3.67
1,4933.00,2.58,,,,
1,4883.00,2.69,1.15,0.160,,3.64
1,,2.69,1.15,,,
1,4864.00,2.60,,,,3.65
1,4864.00,2.73,,0.083,,3.67
1,4809.45,2.71,,0.128,,
1,,,,,,
1,5109.25,2.21,,,0.478,
1,4864.00,2.60,,,,3.65
1,6420.67,1.83,1.29,-0.184,0.710,4.02
1,6540.00,1.77,,,,
1,6344.00,1.52,1.22,,,4.16
1,6440.00,1.65,1.36,0.160,,4.14
1,,,,,,
1,5868.50,1.84,,,0.559,
1,6440.00,1.65,1.36,0.160,,4.14
1,6187.00,1.53,,,,4.18
1,6187.00,1.53,,,,4.18
1,6187.00,1.49,,0.138,,4.16
1,6440.00,1.65,1.36,0.160,,4.14
1,6747.00,1.81,1.49,0.080,,4.09
1,6432.00,1.58,1.34,0.140,,4.16
1,6157.00,1.26,,,,4.25
1,6192.00,1.58,,,,
1,6170.00,1.21,1.13,-0.010,,4.33
1,6157.00,1.31,,-0.285,,4.26
1,6185.00,1.97,1.46,0.360,,4.01
1,6284.97,1.42,1.23,-0.049,0.451,4.22
1,6157.00,1.26,,,,4.25
1,6100.00,1.46,,,0.422,
1,,,,,,
1,6449.00,1.27,1.07,-0.280,,4.26
1,6449.00,1.27,1.07,-0.280,,4.26
1,6464.00,1.35,1.20,,,4.25
1,6449.00,1.27,1.07,-0.280,,4.26
1,5656.00,0.74,0.80,-0.560,,4.61
1,5400.00,0.81,,,-0.299,
1,5438.00,0.72,,,,4.60
1,5438.00,0.83,1.00,,,4.60
1,5429.40,0.84,0.95,-0.495,-0.259,4.57
1,5334.00,0.83,,,,
1,5634.00,0.91,0.93,-0.070,,4.49
1,5654.00,0.74,0.80,-0.560,,4.61
1,5438.00,0.83,,-0.552,,4.60
1,5654.00,0.74,0.80,-0.560,,4.61
1,5438.00,0.72,,,,4.60
1,,,,,,
1,5654.00,0.74,0.80,-0.560,,4.61
2,6020.00,1.07,1.03,-0.140,,4.39
2,5918.50,1.50,,,0.396,
2,5956.00,1.10,0.92,-0.280,,4.32
2,6277.00,1.18,1.12,,,4.34
2,5955.00,1.05,0.93,-0.260,,4.36
2,5956.00,1.10,0.92,-0.280,,4.32
2,,,,,,
2,5955.00,1.05,0.93,-0.260,,4.36
2,5914.00,1.49,,,,
2,6037.00,1.17,,-0.284,,4.35
2,5955.00,1.05,0.93,-0.260,,4.36
2,6037.00,1.06,,,,4.38
2,5955.00,1.05,0.93,-0.260,,4.36
2,6037.00,1.06,,,,4.38
2,5955.00,1.05,0.93,-0.260,,4.36
2,,,,,,
2,6277.00,1.18,1.12,,,4.34
2,6037.00,1.06,,,,4.38
2,5906.74,1.55,1.07,-0.415,0.418,4.09
2,5955.00,1.05,0.93,-0.260,,4.36
1,5796.00,0.87,0.97,-0.120,,4.54
1,5779.00,0.86,0.97,,,4.55
1,5654.78,0.98,1.00,0.197,-0.053,4.46
1,5596.00,0.84,,,,4.57
1,5596.00,0.84,,,,4.57
1,6178.35,0.80,,,-0.078,
1,5596.00,0.60,,-0.101,,4.87
1,5796.00,0.87,0.97,-0.120,,4.54
1,5796.00,0.87,0.97,-0.120,,4.54
1,,,,,,
1,5693.00,0.95,,,,
1,5679.00,0.97,1.06,0.300,,4.49
1,5741.00,0.98,1.05,0.210,,4.48
1,5953.00,0.89,1.09,,-0.044,4.57
1,,,,,,
1,5871.00,0.94,0.97,-0.170,,4.48
1,5980.00,1.04,,,,4.37
1,5694.00,0.93,,,,
1,6226.00,1.14,1.10,,,4.37
1,5741.00,1.01,0.81,-0.380,,4.34
1,6033.50,0.86,,,-0.056,
1,5739.00,0.90,0.88,-0.260,,4.48
1,5980.00,1.04,,,,4.37
1,5741.00,1.01,0.81,-0.380,,4.34
1,5980.00,1.16,,-0.394,,4.36
1,5741.00,1.01,0.81,-0.380,,4.34
4,6172.00,1.20,1.21,,,4.36
4,6169.00,1.42,1.27,0.090,,4.24
4,6172.00,1.20,1.21,,,4.36
4,6169.00,1.42,1.27,0.090,,4.24
4,,1.40,1.20,,,
4,6169.00,1.42,1.27,0.090,,4.24
4,,,,,,
4,6172.00,1.20,,,,4.36
4,6169.00,1.42,1.27,0.090,,4.24
4,6169.00,1.42,1.27,0.090,,4.24
4,6149.00,1.51,,,,4.15
4,6149.00,1.51,1.17,0.160,0.467,4.15
4,6220.00,1.39,1.22,0.090,,4.24
4,6172.00,1.20,,,,4.36
4,,1.44,1.25,,,
4,,,1.25,,,
4,6181.00,1.42,1.23,0.140,,4.22
4,,,,,,
4,6178.47,1.47,,,0.451,
4,6169.00,1.42,1.27,0.090,,4.24
4,,,,,,
4,6169.00,1.42,1.27,0.090,,4.24
4,6220.00,1.45,,,,
4,6169.00,1.42,1.27,0.090,,4.24
4,6181.00,1.42,1.23,0.140,,4.22
4,6169.00,1.42,1.27,0.090,,4.24
4,6006.00,1.66,,-0.048,,4.07
4,6211.00,1.41,1.25,0.170,,4.23
4,6172.00,1.20,,,,4.36
4,6181.00,1.42,1.23,0.140,,4.22
4,,1.42,1.27,,,
4,6172.00,1.20,,,,4.36
4,6172.00,1.20,1.21,,,4.36
1,5827.00,1.45,1.08,0.160,,4.15
1,5841.70,,,0.131,,
1,6042.00,1.57,1.03,-0.220,,4.06
1,6042.00,1.57,1.03,-0.220,,4.06
1,5779.00,1.59,,,,4.05
1,5095.63,,,,,
1,5779.00,1.70,1.18,,,4.05
1,,,,,,
1,5779.00,1.70,,-0.209,,4.05
1,5779.00,1.59,,,,4.05
1,6042.00,1.57,1.03,-0.220,,4.06
1,5849.00,1.35,1.08,0.130,,4.21
1,,,,,,
1,5468.00,0.82,,,,4.54
1,5468.00,0.82,,,,4.54
1,5433.00,0.82,,,-0.273,
1,5349.00,0.86,,,,
1,5468.00,0.90,,-0.210,,4.53
1,5658.00,0.87,0.92,,,4.52
1,5655.00,0.84,0.89,-0.200,,4.53
1,5522.00,0.87,0.92,-0.040,,4.53
1,5655.00,0.84,0.89,-0.200,,4.53
1,5376.00,0.82,0.81,-0.160,,4.52
1,5655.00,0.84,0.89,-0.200,,4.53
1,5409.77,0.85,0.94,-0.208,-0.253,4.55
1,5392.00,0.89,0.86,0.020,,4.47
1,5396.00,0.90,0.91,,,4.49
1,5396.00,0.90,,,,4.49
1,5392.00,0.89,0.86,0.020,,4.47
1,5356.46,0.84,,,-0.283,
1,5396.00,0.90,,,,4.49
1,5343.00,0.86,0.92,,-0.270,4.54
1,5392.00,0.89,0.86,0.020,,4.47
1,5490.00,0.88,0.97,0.170,,4.54
1,,,,,,
1,5444.00,0.76,,0.058,,4.66
1,5328.00,0.86,0.97,0.320,,4.55
1,5393.00,0.84,,,,
2,5665.00,1.09,1.08,0.480,,4.39
2,5665.00,1.09,1.08,0.480,,4.39
2,5686.00,1.08,,,,4.41
2,5665.00,1.09,1.08,0.480,,4.39
2,5676.00,1.28,1.06,0.320,,4.25
2,5612.00,1.21,,,,
2,5665.00,1.09,1.08,0.480,,4.39
2,5676.00,1.28,1.06,0.320,,4.25
2,5665.00,1.19,1.02,0.230,,4.29
2,5412.00,0.52,,-0.354,,4.96
2,5686.00,1.08,1.10,,,4.41
2,5686.00,1.08,,,,4.41
2,5686.00,1.08,1.10,,,4.41
2,,,,,,
2,,,,,,
2,5665.00,1.09,1.08,0.480,,4.39
2,5511.66,1.26,0.97,0.290,0.119,4.23
2,5665.00,1.09,1.08,0.480,,4.39
2,5484.00,1.26,,,0.109,
1,6106.00,1.66,1.26,0.100,,4.10
1,5843.00,1.66,1.05,,0.462,4.02
1,5846.00,1.65,,,,
1,6029.00,1.56,1.09,,,4.09
1,6106.00,1.66,1.26,0.100,,4.10
1,5812.00,1.56,,,,4.10
1,5817.00,1.17,0.98,0.000,,4.29
1,5812.00,1.56,,,,4.10
1,5585.69,1.72,,,0.415,
1,5812.00,1.59,,0.103,,4.10
1,,,,,,
1,6106.00,1.66,1.26,0.100,,4.10
1,5865.00,1.11,1.04,0.040,,4.36
1,6145.00,1.21,,,,
1,6343.00,1.14,1.21,0.070,,4.41
1,6314.00,1.05,1.14,,,4.45
1,6343.00,1.14,1.21,0.070,,4.41
1,6133.00,1.05,,,,4.45
1,6170.00,1.24,1.15,0.000,,4.31
1,6343.00,1.14,1.21,0.070,,4.41
1,6133.00,0.83,,-0.022,,4.63
1,6017.50,1.23,,,0.253,
1,6086.00,1.23,1.04,-0.100,,4.28
1,6133.00,1.05,,,,4.45
1,,,,,,
1,6261.79,1.23,1.22,-0.155,0.324,4.34
2,,,,,,
2,5139.72,0.89,0.87,0.272,-0.299,4.47
2,5379.00,0.78,0.86,,,4.59
2,5379.00,0.78,0.86,,,4.59
2,5546.00,0.96,1.04,0.440,,4.50
2,5546.00,0.96,1.04,0.440,,4.50
2,5550.00,0.95,1.05,0.460,,4.50
2,5546.00,0.96,1.04,0.440,,4.50
2,5550.00,0.95,1.05,0.460,,4.50
2,5546.00,0.96,1.04,0.440,,4.50
2,,,,,,
2,5360.00,0.89,,,,4.54
2,5281.00,0.82,0.86,-0.040,,4.56
2,5546.00,0.96,1.04,0.440,,4.50
2,5379.00,0.78,0.86,,,4.59
2,,,,,,
2,5550.00,0.95,1.05,0.460,,4.50
2,5546.00,0.96,1.04,0.440,,4.50
2,5251.00,0.85,,,,
2,5546.00,0.96,1.04,0.440,,4.50
2,5546.00,0.96,1.04,0.440,,4.50
2,5360.00,0.89,,,,4.54
2,5360.00,0.83,,0.469,,4.59
2,5546.00,0.96,1.04,0.440,,4.50
2,5198.10,0.86,,,-0.315,
1,5718.00,1.40,1.02,,0.279,4.15
1,5963.00,0.92,1.02,,,4.52
1,5955.00,0.91,1.00,-0.160,,4.52
1,5719.00,0.86,,,,4.55
1,,,,,,
1,5955.00,0.91,1.00,-0.160,,4.52
1,5719.00,0.86,,,,4.55
1,5719.00,0.75,,-0.130,,4.70
1,5808.00,1.01,1.01,0.030,,4.44
1,5955.00,0.91,1.00,-0.160,,4.52
1,5963.00,0.92,1.02,,,4.52
1,5955.00,0.91,1.00,-0.160,,4.52
1,5955.00,0.91,1.00,-0.160,,4.52
1,5955.00,0.91,1.00,-0.160,,4.52
1,5403.00,1.54,,,0.259,
1,,,,,,
1,5955.00,0.91,1.00,-0.160,,4.52
1,5955.00,0.91,1.00,-0.160,,4.52
1,4023.00,0.73,0.63,,-0.899,4.51
1,4050.00,0.55,,,,4.72
1,4153.00,0.54,0.56,,,4.73
1,3733.00,0.67,,,,
1,,,,,,
1,3733.00,0.51,0.53,0.070,,4.75
1,4050.00,0.55,,,,4.72
1,3736.00,0.53,0.53,0.120,,4.72
1,3965.00,0.75,,,-0.904,
1,4103.00,0.60,0.63,-0.040,,4.68
1,3733.00,0.51,0.53,0.070,,4.75
1,3733.00,0.51,0.53,0.070,,4.75
1,4050.00,0.67,,0.061,,4.54
1,4858.00,0.67,0.71,,,4.64
1,4711.00,0.66,,,,4.64
1,4867.00,0.70,0.75,-0.160,,4.63
1,4869.00,0.69,0.77,-0.160,,4.64
1,4870.00,0.74,0.79,0.020,,4.60
1,,,,,,
1,4764.00,0.80,0.77,,-0.526,4.52
1,4867.00,0.70,0.75,-0.160,,4.63
1,4711.00,0.70,,-0.155,,4.64
1,5051.67,0.67,,,-0.580,
1,4867.00,0.70,0.75,-0.160,,4.63
1,4711.00,0.66,,,,4.64
1,4868.00,0.78,,,,
1,5962.00,0.97,1.04,-0.200,,4.48
1,5722.00,0.87,,,,4.55
1,5942.00,0.96,1.00,-0.150,,4.48
1,5777.20,1.06,1.04,0.044,0.051,4.41
1,5964.00,0.93,0.97,-0.220,,4.48
1,5786.00,1.04,,,,
1,5964.00,0.93,0.97,-0.220,,4.48
1,5722.00,0.87,0.98,,,4.55
1,5964.00,0.93,0.97,-0.220,,4.48
1,5964.00,0.93,0.97,-0.220,,4.48
1,5969.00,0.92,1.02,,,4.52
1,5587.19,1.08,,,0.010,
1,,,,,,
1,5722.00,0.64,,-0.079,,4.82
1,,,,,,
1,4856.00,0.70,0.68,-0.300,,4.58
1,5111.00,0.58,,,-0.677,
1,4871.00,0.69,0.70,,,4.61
1,4856.00,0.70,0.68,-0.300,,4.58
1,4779.00,0.71,0.75,-0.070,,4.61
1,4681.00,0.64,,,,4.65
1,4681.00,0.64,,,,4.65
1,4681.00,0.79,,-0.305,,4.55
1,4848.00,0.72,,,,
1,4856.00,0.70,0.68,-0.300,,4.58
1,4727.00,0.73,0.76,,-0.626,4.60
1,4856.00,0.70,0.68,-0.300,,4.58
1,4392.00,0.68,0.69,,-0.814,4.62
1,4536.00,0.69,0.77,0.200,,4.64
1,4357.00,0.61,,0.188,,4.68
1,4483.00,0.67,0.70,-0.050,,4.64
1,,,,,,
1,4536.00,0.69,0.77,0.200,,4.64
1,4537.00,0.67,0.76,0.210,,4.65
1,4542.00,0.64,,,,
1,4357.00,0.61,,,,4.69
1,4536.00,0.69,0.77,0.200,,4.64
1,4442.00,0.63,,,-0.860,
1,4473.00,0.59,0.62,,,4.69
1,4357.00,0.61,,,,4.69
1,4862.49,0.91,,,-0.377,
1,4722.00,0.53,0.54,-1.380,,4.72
1,,,,,,
1,4722.00,0.53,0.54,-1.380,,4.72
1,4852.86,0.94,0.79,-0.191,-0.356,4.39
1,4900.00,0.69,0.72,,,4.62
1,4954.00,0.83,0.79,0.180,,4.50
1,4722.00,0.53,0.54,-1.380,,4.72
1,4722.00,0.53,0.54,-1.380,,4.72
1,,,,,,
1,4619.00,0.70,,-1.385,,4.62
1,4954.00,0.83,0.79,0.180,,4.50
1,4722.00,0.53,0.54,-1.380,,4.72
1,4943.00,0.94,,,,
1,4897.00,0.74,0.79,-0.030,,4.60
1,4722.00,0.53,0.54,-1.380,,4.72
1,,,,,,
1,4722.00,0.53,0.54,-1.380,,4.72
1,4619.00,0.49,,,,4.78
1,4722.00,0.53,0.54,-1.380,,4.72
1,4954.00,0.83,0.79,0.180,,4.50
1,4722.00,0.53,0.54,-1.380,,4.72
1,,,,,,
1,4619.00,0.49,,,,4.78
1,4996.33,0.89,,,-0.353,
1,5174.00,0.86,,0.178,,4.55
1,5343.00,0.85,,,,
1,5074.00,0.90,0.85,,-0.313,4.46
1,5339.00,0.85,0.93,0.180,,4.55
1,5174.00,0.83,,,,4.55
1,5339.00,0.85,0.93,0.180,,4.55
1,5339.00,0.85,0.93,0.180,,4.55
1,5339.00,0.85,0.93,0.180,,4.55
1,5264.00,0.82,0.86,0.030,,4.55
1,5249.00,0.79,0.80,,,4.55
1,5174.00,0.83,,,,4.55
1,,,,,,
1,6031.00,1.05,1.09,0.070,,4.44
1,5754.00,1.02,1.01,0.070,,4.43
1,6025.00,0.88,,,,
1,5781.00,1.03,,,,4.43
1,5781.00,1.03,,,,4.43
1,,,,,,
1,5434.00,0.98,,,-0.119,
1,5781.00,1.04,,0.081,,4.44
1,6031.00,1.05,1.09,0.070,,4.44
1,6031.00,1.05,1.09,0.070,,4.44
1,5583.00,0.94,0.99,,-0.111,4.49
1,5953.00,1.00,1.00,,,4.44
1,6031.00,1.05,1.09,0.070,,4.44
1,5094.25,0.60,,,-0.664,
1,,,,,,
1,4949.00,0.71,0.72,,,4.59
1,4762.00,0.74,0.77,,-0.595,4.59
1,5013.00,0.69,,,,
1,5015.00,0.83,0.79,0.100,,4.50
1,4913.00,0.74,0.79,-0.030,,4.60
1,5015.00,0.83,0.79,0.100,,4.50
1,5015.00,0.83,0.79,0.100,,4.50
1,4869.00,0.82,,,,4.51
1,5015.00,0.83,0.79,0.100,,4.50
1,4869.00,1.17,,0.089,,4.28
1,4869.00,0.82,,,,4.51
1,5422.00,1.34,,,0.144,
1,6075.00,0.97,1.05,-0.120,,4.49
1,5779.00,0.89,,,,4.53
1,5887.00,1.05,1.03,0.010,,4.41
1,6075.00,0.97,1.05,-0.120,,4.49
1,,,,,,
1,6075.00,0.97,1.05,-0.120,,4.49
1,5783.00,1.23,1.04,,0.182,4.28
1,6075.00,0.97,1.05,-0.120,,4.49
1,6076.00,1.18,,,,
1,5779.00,0.85,,-0.110,,4.60
1,6057.00,0.96,1.06,,,4.50
1,5779.00,0.89,,,,4.53
1,,,,,,
1,5468.00,1.05,0.93,0.220,,4.37
1,4981.03,2.55,,,0.557,
1,5263.00,1.02,,,,4.37
1,5263.00,1.09,,0.226,,4.37
1,5468.00,1.05,0.93,0.220,,4.37
1,5107.00,2.37,,,,
1,5263.00,1.02,,,,4.37
1,5468.00,1.05,0.93,0.220,,4.37
1,5327.00,0.87,0.91,0.150,,4.53
1,5465.00,2.17,,,,
1,5353.00,0.88,0.80,,,4.46
1,5468.00,1.05,0.93,0.220,,4.37
1,5262.00,0.76,0.90,,-0.396,4.63
1,5592.00,0.78,0.86,-0.300,,4.58
1,5592.00,0.78,0.86,-0.300,,4.58
1,5345.00,0.72,,,,4.64
1,5134.97,0.79,,,-0.405,
1,,,,,,
1,5345.00,0.72,,,,4.64
1,5593.00,0.72,,,,
1,5592.00,0.78,0.86,-0.300,,4.58
1,5352.00,0.82,0.87,-0.060,,4.55
1,5345.00,0.72,,-0.286,,4.70
1,5592.00,0.79,0.86,-0.280,,4.58
1,5612.00,0.82,0.93,,,4.58
1,5913.00,1.03,,,,4.46
1,,,,,,
1,6038.00,1.20,1.15,0.140,,4.34
1,6174.00,1.10,1.16,0.100,,4.42
1,5543.54,1.66,,,0.371,
1,6174.00,1.10,1.16,0.100,,4.42
1,6098.00,0.99,1.06,,,4.47
1,6174.00,1.10,1.16,0.100,,4.42
1,6180.00,1.33,,,,
1,5711.00,1.54,1.02,,0.358,4.07
1,6174.00,1.10,1.16,0.100,,4.42
1,5913.00,1.03,,,,4.46
1,5913.00,1.00,,0.116,,4.47
1,,,,,,
1,5324.00,0.75,0.83,-0.220,,4.60
1,5238.00,0.82,,,,
1,5184.00,0.87,0.83,,,4.48
1,5184.00,0.98,0.98,,,4.45
1,5324.00,0.75,0.83,-0.220,,4.60
1,5324.00,0.75,0.83,-0.220,,4.60
1,5184.00,0.87,,,,4.48
1,5332.00,0.76,0.82,-0.220,,4.60
1,5314.00,0.76,0.84,-0.190,,4.60
1,5135.00,0.82,0.87,,-0.376,4.55
1,5331.00,0.78,0.86,-0.200,,4.59
1,5184.00,0.98,,-0.002,,4.45
1,5074.00,0.79,,,-0.428,
1,5532.00,0.95,0.94,0.140,,4.45
1,,,,,,
1,5653.00,0.96,0.94,0.020,,4.44
1,5431.00,1.01,,0.023,,4.44
1,5431.00,0.95,,,,4.43
1,5653.00,0.96,0.94,0.020,,4.44
1,5597.00,0.94,0.87,,,4.44
1,5709.00,0.99,0.99,0.070,,4.44
1,5116.99,1.09,,,-0.136,
1,5653.00,0.96,0.94,0.020,,4.44
1,5413.00,1.01,,,,4.40
1,5531.00,0.96,,,,
1,5413.00,1.01,0.94,,-0.100,4.40
1,5431.00,0.95,,,,4.43
1,5644.00,0.83,0.93,-0.140,,4.56
1,5641.00,0.96,,,,
1,,,,,,
1,5641.00,0.83,0.91,-0.160,,4.56
1,5641.00,0.83,0.91,-0.160,,4.56
1,5348.00,1.05,,,-0.090,
1,5461.00,0.80,,,,4.59
1,5624.00,0.95,0.97,0.080,,4.47
1,5629.00,0.82,0.93,,,4.57
1,5461.00,0.80,,,,4.59
1,5461.00,0.79,,-0.142,,4.64
1,5641.00,0.83,0.91,-0.160,,4.56
1,5423.00,1.03,0.94,,-0.081,4.38
1,5641.05,0.91,,,-0.121,
1,5480.00,0.97,,,,
1,5481.00,1.04,0.92,0.160,,4.37
1,5667.00,0.91,,,,4.53
1,5957.00,0.97,1.08,0.070,,4.50
1,5957.00,0.97,1.08,0.070,,4.50
1,5957.00,0.97,1.08,0.070,,4.50
1,5899.00,0.90,1.00,,,4.53
1,5667.00,0.91,,,,4.53
1,5627.00,0.92,0.95,-0.010,,4.50
1,,,,,,
1,5518.52,0.96,0.97,0.043,-0.112,4.46
1,5667.00,0.82,,0.049,,4.62
1,5492.00,0.81,0.91,-0.080,,4.58
1,5492.00,0.81,0.91,-0.080,,4.58
1,,,,,,
1,5504.00,0.80,,,,
1,5482.00,0.79,0.90,,,4.59
1,5497.00,0.81,0.91,-0.100,,4.58
1,5227.00,0.82,0.89,,-0.344,4.56
1,5309.00,0.76,,,,4.62
1,5492.00,0.81,0.91,-0.080,,4.58
1,5309.00,0.76,,,,4.62
1,5107.75,0.86,,,-0.348,
